prompt,true answer,subject,relation,relation id,object,template,cue entity start idx,cue entity end idx,true object first token id
"Xentrix, that was started in",Preston,Xentrix,location of formation,P740,Preston,"[X], that was started in [Y].",0,2,47
Xentrix started in,Preston,Xentrix,location of formation,P740,Preston,[X] started in [Y].,0,2,47
"Xentrix, that was created in",Preston,Xentrix,location of formation,P740,Preston,"[X], that was created in [Y].",0,2,47
"Xentrix, created in",Preston,Xentrix,location of formation,P740,Preston,"[X], created in [Y].",0,2,47
Xentrix was created in,Preston,Xentrix,location of formation,P740,Preston,[X] was created in [Y].,0,2,47
"Xentrix, that originated in",Preston,Xentrix,location of formation,P740,Preston,"[X], that originated in [Y].",0,2,47
Xentrix originated in,Preston,Xentrix,location of formation,P740,Preston,[X] originated in [Y].,0,2,47
Xentrix formed in,Preston,Xentrix,location of formation,P740,Preston,[X] formed in [Y].,0,2,47
Xentrix was formed in,Preston,Xentrix,location of formation,P740,Preston,[X] was formed in [Y].,0,2,47
"Xentrix, that was formed in",Preston,Xentrix,location of formation,P740,Preston,"[X], that was formed in [Y].",0,2,47
"Gambro, founded in",Lund,Gambro,location of formation,P740,Lund,"[X], founded in [Y].",0,2,43
"Gambro, that was started in",Lund,Gambro,location of formation,P740,Lund,"[X], that was started in [Y].",0,2,43
Gambro started in,Lund,Gambro,location of formation,P740,Lund,[X] started in [Y].,0,2,43
"Gambro, that was created in",Lund,Gambro,location of formation,P740,Lund,"[X], that was created in [Y].",0,2,43
"Gambro, created in",Lund,Gambro,location of formation,P740,Lund,"[X], created in [Y].",0,2,43
Gambro was created in,Lund,Gambro,location of formation,P740,Lund,[X] was created in [Y].,0,2,43
"Gambro, that originated in",Lund,Gambro,location of formation,P740,Lund,"[X], that originated in [Y].",0,2,43
Gambro originated in,Lund,Gambro,location of formation,P740,Lund,[X] originated in [Y].,0,2,43
Gambro formed in,Lund,Gambro,location of formation,P740,Lund,[X] formed in [Y].,0,2,43
Gambro was formed in,Lund,Gambro,location of formation,P740,Lund,[X] was formed in [Y].,0,2,43
"Gambro, that was formed in",Lund,Gambro,location of formation,P740,Lund,"[X], that was formed in [Y].",0,2,43
Cadbury was founded in,Birmingham,Cadbury,location of formation,P740,Birmingham,[X] was founded in [Y].,0,2,50091
"Cadbury, founded in",Birmingham,Cadbury,location of formation,P740,Birmingham,"[X], founded in [Y].",0,2,50091
Cadbury that was founded in,Birmingham,Cadbury,location of formation,P740,Birmingham,[X] that was founded in [Y].,0,2,50091
Cadbury started in,Birmingham,Cadbury,location of formation,P740,Birmingham,[X] started in [Y].,0,2,50091
"Cadbury, that was created in",Birmingham,Cadbury,location of formation,P740,Birmingham,"[X], that was created in [Y].",0,2,50091
"Cadbury, created in",Birmingham,Cadbury,location of formation,P740,Birmingham,"[X], created in [Y].",0,2,50091
Cadbury was created in,Birmingham,Cadbury,location of formation,P740,Birmingham,[X] was created in [Y].,0,2,50091
"Cadbury, that originated in",Birmingham,Cadbury,location of formation,P740,Birmingham,"[X], that originated in [Y].",0,2,50091
Cadbury formed in,Birmingham,Cadbury,location of formation,P740,Birmingham,[X] formed in [Y].,0,2,50091
Cadbury was formed in,Birmingham,Cadbury,location of formation,P740,Birmingham,[X] was formed in [Y].,0,2,50091
"Cadbury, that was formed in",Birmingham,Cadbury,location of formation,P740,Birmingham,"[X], that was formed in [Y].",0,2,50091
Timoteij was founded in,Sweden,Timoteij,location of formation,P740,Sweden,[X] was founded in [Y].,0,2,10462
Timoteij started in,Sweden,Timoteij,location of formation,P740,Sweden,[X] started in [Y].,0,2,10462
"Timoteij, created in",Sweden,Timoteij,location of formation,P740,Sweden,"[X], created in [Y].",0,2,10462
Timoteij was created in,Sweden,Timoteij,location of formation,P740,Sweden,[X] was created in [Y].,0,2,10462
"Timoteij, that originated in",Sweden,Timoteij,location of formation,P740,Sweden,"[X], that originated in [Y].",0,2,10462
Timoteij formed in,Sweden,Timoteij,location of formation,P740,Sweden,[X] formed in [Y].,0,2,10462
Timoteij was formed in,Sweden,Timoteij,location of formation,P740,Sweden,[X] was formed in [Y].,0,2,10462
"Timoteij, that was formed in",Sweden,Timoteij,location of formation,P740,Sweden,"[X], that was formed in [Y].",0,2,10462
Unipol was founded in,Bologna,Unipol,location of formation,P740,Bologna,[X] was founded in [Y].,0,2,33
"Unipol, founded in",Bologna,Unipol,location of formation,P740,Bologna,"[X], founded in [Y].",0,2,33
Unipol that was founded in,Bologna,Unipol,location of formation,P740,Bologna,[X] that was founded in [Y].,0,2,33
"Unipol, that was started in",Bologna,Unipol,location of formation,P740,Bologna,"[X], that was started in [Y].",0,2,33
Unipol started in,Bologna,Unipol,location of formation,P740,Bologna,[X] started in [Y].,0,2,33
"Unipol, that was created in",Bologna,Unipol,location of formation,P740,Bologna,"[X], that was created in [Y].",0,2,33
"Unipol, created in",Bologna,Unipol,location of formation,P740,Bologna,"[X], created in [Y].",0,2,33
Unipol was created in,Bologna,Unipol,location of formation,P740,Bologna,[X] was created in [Y].,0,2,33
"Unipol, that originated in",Bologna,Unipol,location of formation,P740,Bologna,"[X], that originated in [Y].",0,2,33
Unipol originated in,Bologna,Unipol,location of formation,P740,Bologna,[X] originated in [Y].,0,2,33
Unipol formed in,Bologna,Unipol,location of formation,P740,Bologna,[X] formed in [Y].,0,2,33
Unipol was formed in,Bologna,Unipol,location of formation,P740,Bologna,[X] was formed in [Y].,0,2,33
"Unipol, that was formed in",Bologna,Unipol,location of formation,P740,Bologna,"[X], that was formed in [Y].",0,2,33
Acrassicauda was founded in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] was founded in [Y].,0,4,33
"Acrassicauda, founded in",Baghdad,Acrassicauda,location of formation,P740,Baghdad,"[X], founded in [Y].",0,4,33
Acrassicauda that was founded in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] that was founded in [Y].,0,4,33
"Acrassicauda, that was started in",Baghdad,Acrassicauda,location of formation,P740,Baghdad,"[X], that was started in [Y].",0,4,33
Acrassicauda started in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] started in [Y].,0,4,33
"Acrassicauda, that was created in",Baghdad,Acrassicauda,location of formation,P740,Baghdad,"[X], that was created in [Y].",0,4,33
"Acrassicauda, created in",Baghdad,Acrassicauda,location of formation,P740,Baghdad,"[X], created in [Y].",0,4,33
Acrassicauda was created in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] was created in [Y].,0,4,33
"Acrassicauda, that originated in",Baghdad,Acrassicauda,location of formation,P740,Baghdad,"[X], that originated in [Y].",0,4,33
Acrassicauda originated in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] originated in [Y].,0,4,33
Acrassicauda formed in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] formed in [Y].,0,4,33
Acrassicauda was formed in,Baghdad,Acrassicauda,location of formation,P740,Baghdad,[X] was formed in [Y].,0,4,33
"Acrassicauda, that was formed in",Baghdad,Acrassicauda,location of formation,P740,Baghdad,"[X], that was formed in [Y].",0,4,33
Plotly was founded in,Montreal,Plotly,location of formation,P740,Montreal,[X] was founded in [Y].,0,1,26031
"Plotly, founded in",Montreal,Plotly,location of formation,P740,Montreal,"[X], founded in [Y].",0,1,26031
Plotly that was founded in,Montreal,Plotly,location of formation,P740,Montreal,[X] that was founded in [Y].,0,1,26031
Plotly started in,Montreal,Plotly,location of formation,P740,Montreal,[X] started in [Y].,0,1,26031
"Plotly, that was created in",Montreal,Plotly,location of formation,P740,Montreal,"[X], that was created in [Y].",0,1,26031
"Plotly, created in",Montreal,Plotly,location of formation,P740,Montreal,"[X], created in [Y].",0,1,26031
Plotly was created in,Montreal,Plotly,location of formation,P740,Montreal,[X] was created in [Y].,0,1,26031
"Plotly, that originated in",Montreal,Plotly,location of formation,P740,Montreal,"[X], that originated in [Y].",0,1,26031
Plotly originated in,Montreal,Plotly,location of formation,P740,Montreal,[X] originated in [Y].,0,1,26031
Plotly formed in,Montreal,Plotly,location of formation,P740,Montreal,[X] formed in [Y].,0,1,26031
Plotly was formed in,Montreal,Plotly,location of formation,P740,Montreal,[X] was formed in [Y].,0,1,26031
"Plotly, that was formed in",Montreal,Plotly,location of formation,P740,Montreal,"[X], that was formed in [Y].",0,1,26031
Fayard was founded in,Paris,Fayard,location of formation,P740,Paris,[X] was founded in [Y].,0,2,40313
"Fayard, founded in",Paris,Fayard,location of formation,P740,Paris,"[X], founded in [Y].",0,2,40313
Fayard that was founded in,Paris,Fayard,location of formation,P740,Paris,[X] that was founded in [Y].,0,2,40313
Fayard started in,Paris,Fayard,location of formation,P740,Paris,[X] started in [Y].,0,2,40313
"Fayard, created in",Paris,Fayard,location of formation,P740,Paris,"[X], created in [Y].",0,2,40313
"Fayard, that originated in",Paris,Fayard,location of formation,P740,Paris,"[X], that originated in [Y].",0,2,40313
Fayard originated in,Paris,Fayard,location of formation,P740,Paris,[X] originated in [Y].,0,2,40313
Fayard formed in,Paris,Fayard,location of formation,P740,Paris,[X] formed in [Y].,0,2,40313
Fayard was formed in,Paris,Fayard,location of formation,P740,Paris,[X] was formed in [Y].,0,2,40313
"Fayard, that was formed in",Paris,Fayard,location of formation,P740,Paris,"[X], that was formed in [Y].",0,2,40313
Procor was founded in,Canada,Procor,location of formation,P740,Canada,[X] was founded in [Y].,0,1,17940
"Procor, founded in",Canada,Procor,location of formation,P740,Canada,"[X], founded in [Y].",0,1,17940
Cosworth that was founded in,London,Cosworth,location of formation,P740,London,[X] that was founded in [Y].,0,1,23421
"Cosworth, that was started in",London,Cosworth,location of formation,P740,London,"[X], that was started in [Y].",0,1,23421
Cosworth started in,London,Cosworth,location of formation,P740,London,[X] started in [Y].,0,1,23421
"Cosworth, that was created in",London,Cosworth,location of formation,P740,London,"[X], that was created in [Y].",0,1,23421
"Cosworth, created in",London,Cosworth,location of formation,P740,London,"[X], created in [Y].",0,1,23421
"Cosworth, that originated in",London,Cosworth,location of formation,P740,London,"[X], that originated in [Y].",0,1,23421
Cosworth originated in,London,Cosworth,location of formation,P740,London,[X] originated in [Y].,0,1,23421
Lordi was founded in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] was founded in [Y].,0,1,39
Lordi that was founded in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] that was founded in [Y].,0,1,39
"Lordi, that was started in",Helsinki,Lordi,location of formation,P740,Helsinki,"[X], that was started in [Y].",0,1,39
Lordi started in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] started in [Y].,0,1,39
"Lordi, that was created in",Helsinki,Lordi,location of formation,P740,Helsinki,"[X], that was created in [Y].",0,1,39
"Lordi, created in",Helsinki,Lordi,location of formation,P740,Helsinki,"[X], created in [Y].",0,1,39
Lordi was created in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] was created in [Y].,0,1,39
"Lordi, that originated in",Helsinki,Lordi,location of formation,P740,Helsinki,"[X], that originated in [Y].",0,1,39
Lordi originated in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] originated in [Y].,0,1,39
Lordi formed in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] formed in [Y].,0,1,39
Lordi was formed in,Helsinki,Lordi,location of formation,P740,Helsinki,[X] was formed in [Y].,0,1,39
"Lordi, that was formed in",Helsinki,Lordi,location of formation,P740,Helsinki,"[X], that was formed in [Y].",0,1,39
Revolverheld was founded in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] was founded in [Y].,0,2,39
"Revolverheld, founded in",Hamburg,Revolverheld,location of formation,P740,Hamburg,"[X], founded in [Y].",0,2,39
Revolverheld that was founded in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] that was founded in [Y].,0,2,39
"Revolverheld, that was started in",Hamburg,Revolverheld,location of formation,P740,Hamburg,"[X], that was started in [Y].",0,2,39
Revolverheld started in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] started in [Y].,0,2,39
"Revolverheld, that was created in",Hamburg,Revolverheld,location of formation,P740,Hamburg,"[X], that was created in [Y].",0,2,39
"Revolverheld, created in",Hamburg,Revolverheld,location of formation,P740,Hamburg,"[X], created in [Y].",0,2,39
Revolverheld was created in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] was created in [Y].,0,2,39
"Revolverheld, that originated in",Hamburg,Revolverheld,location of formation,P740,Hamburg,"[X], that originated in [Y].",0,2,39
Revolverheld originated in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] originated in [Y].,0,2,39
Revolverheld formed in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] formed in [Y].,0,2,39
Revolverheld was formed in,Hamburg,Revolverheld,location of formation,P740,Hamburg,[X] was formed in [Y].,0,2,39
"Revolverheld, that was formed in",Hamburg,Revolverheld,location of formation,P740,Hamburg,"[X], that was formed in [Y].",0,2,39
Sohodolls was founded in,London,Sohodolls,location of formation,P740,London,[X] was founded in [Y].,0,3,23421
"Sohodolls, founded in",London,Sohodolls,location of formation,P740,London,"[X], founded in [Y].",0,3,23421
Sohodolls that was founded in,London,Sohodolls,location of formation,P740,London,[X] that was founded in [Y].,0,3,23421
Sohodolls started in,London,Sohodolls,location of formation,P740,London,[X] started in [Y].,0,3,23421
"Sohodolls, that was created in",London,Sohodolls,location of formation,P740,London,"[X], that was created in [Y].",0,3,23421
"Sohodolls, created in",London,Sohodolls,location of formation,P740,London,"[X], created in [Y].",0,3,23421
Sohodolls was created in,London,Sohodolls,location of formation,P740,London,[X] was created in [Y].,0,3,23421
"Sohodolls, that originated in",London,Sohodolls,location of formation,P740,London,"[X], that originated in [Y].",0,3,23421
Sohodolls originated in,London,Sohodolls,location of formation,P740,London,[X] originated in [Y].,0,3,23421
Sohodolls formed in,London,Sohodolls,location of formation,P740,London,[X] formed in [Y].,0,3,23421
Sohodolls was formed in,London,Sohodolls,location of formation,P740,London,[X] was formed in [Y].,0,3,23421
"Sohodolls, that was formed in",London,Sohodolls,location of formation,P740,London,"[X], that was formed in [Y].",0,3,23421
Borknagar was founded in,Bergen,Borknagar,location of formation,P740,Bergen,[X] was founded in [Y].,0,3,24814
"Borknagar, founded in",Bergen,Borknagar,location of formation,P740,Bergen,"[X], founded in [Y].",0,3,24814
Borknagar that was founded in,Bergen,Borknagar,location of formation,P740,Bergen,[X] that was founded in [Y].,0,3,24814
"Borknagar, that was started in",Bergen,Borknagar,location of formation,P740,Bergen,"[X], that was started in [Y].",0,3,24814
Borknagar started in,Bergen,Borknagar,location of formation,P740,Bergen,[X] started in [Y].,0,3,24814
"Borknagar, that was created in",Bergen,Borknagar,location of formation,P740,Bergen,"[X], that was created in [Y].",0,3,24814
"Borknagar, created in",Bergen,Borknagar,location of formation,P740,Bergen,"[X], created in [Y].",0,3,24814
Borknagar was created in,Bergen,Borknagar,location of formation,P740,Bergen,[X] was created in [Y].,0,3,24814
"Borknagar, that originated in",Bergen,Borknagar,location of formation,P740,Bergen,"[X], that originated in [Y].",0,3,24814
Borknagar originated in,Bergen,Borknagar,location of formation,P740,Bergen,[X] originated in [Y].,0,3,24814
Borknagar formed in,Bergen,Borknagar,location of formation,P740,Bergen,[X] formed in [Y].,0,3,24814
Borknagar was formed in,Bergen,Borknagar,location of formation,P740,Bergen,[X] was formed in [Y].,0,3,24814
"Borknagar, that was formed in",Bergen,Borknagar,location of formation,P740,Bergen,"[X], that was formed in [Y].",0,3,24814
Vorkreist was founded in,Paris,Vorkreist,location of formation,P740,Paris,[X] was founded in [Y].,0,3,40313
"Vorkreist, that was started in",Paris,Vorkreist,location of formation,P740,Paris,"[X], that was started in [Y].",0,3,40313
Vorkreist started in,Paris,Vorkreist,location of formation,P740,Paris,[X] started in [Y].,0,3,40313
"Vorkreist, that was created in",Paris,Vorkreist,location of formation,P740,Paris,"[X], that was created in [Y].",0,3,40313
"Vorkreist, created in",Paris,Vorkreist,location of formation,P740,Paris,"[X], created in [Y].",0,3,40313
Vorkreist was created in,Paris,Vorkreist,location of formation,P740,Paris,[X] was created in [Y].,0,3,40313
"Vorkreist, that originated in",Paris,Vorkreist,location of formation,P740,Paris,"[X], that originated in [Y].",0,3,40313
Vorkreist originated in,Paris,Vorkreist,location of formation,P740,Paris,[X] originated in [Y].,0,3,40313
Vorkreist formed in,Paris,Vorkreist,location of formation,P740,Paris,[X] formed in [Y].,0,3,40313
Vorkreist was formed in,Paris,Vorkreist,location of formation,P740,Paris,[X] was formed in [Y].,0,3,40313
"Vorkreist, that was formed in",Paris,Vorkreist,location of formation,P740,Paris,"[X], that was formed in [Y].",0,3,40313
Winterpills was founded in,Northampton,Winterpills,location of formation,P740,Northampton,[X] was founded in [Y].,0,2,14157
"Winterpills, founded in",Northampton,Winterpills,location of formation,P740,Northampton,"[X], founded in [Y].",0,2,14157
Winterpills that was founded in,Northampton,Winterpills,location of formation,P740,Northampton,[X] that was founded in [Y].,0,2,14157
Winterpills started in,Northampton,Winterpills,location of formation,P740,Northampton,[X] started in [Y].,0,2,14157
"Winterpills, that was created in",Northampton,Winterpills,location of formation,P740,Northampton,"[X], that was created in [Y].",0,2,14157
"Winterpills, created in",Northampton,Winterpills,location of formation,P740,Northampton,"[X], created in [Y].",0,2,14157
Winterpills was created in,Northampton,Winterpills,location of formation,P740,Northampton,[X] was created in [Y].,0,2,14157
"Winterpills, that originated in",Northampton,Winterpills,location of formation,P740,Northampton,"[X], that originated in [Y].",0,2,14157
Winterpills originated in,Northampton,Winterpills,location of formation,P740,Northampton,[X] originated in [Y].,0,2,14157
Winterpills was formed in,Northampton,Winterpills,location of formation,P740,Northampton,[X] was formed in [Y].,0,2,14157
"Winterpills, that was formed in",Northampton,Winterpills,location of formation,P740,Northampton,"[X], that was formed in [Y].",0,2,14157
Mudvayne was founded in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] was founded in [Y].,0,3,21478
"Mudvayne, founded in",Illinois,Mudvayne,location of formation,P740,Illinois,"[X], founded in [Y].",0,3,21478
Mudvayne that was founded in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] that was founded in [Y].,0,3,21478
"Mudvayne, that was started in",Illinois,Mudvayne,location of formation,P740,Illinois,"[X], that was started in [Y].",0,3,21478
Mudvayne started in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] started in [Y].,0,3,21478
"Mudvayne, that was created in",Illinois,Mudvayne,location of formation,P740,Illinois,"[X], that was created in [Y].",0,3,21478
"Mudvayne, created in",Illinois,Mudvayne,location of formation,P740,Illinois,"[X], created in [Y].",0,3,21478
Mudvayne was created in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] was created in [Y].,0,3,21478
"Mudvayne, that originated in",Illinois,Mudvayne,location of formation,P740,Illinois,"[X], that originated in [Y].",0,3,21478
Mudvayne originated in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] originated in [Y].,0,3,21478
Mudvayne formed in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] formed in [Y].,0,3,21478
Mudvayne was formed in,Illinois,Mudvayne,location of formation,P740,Illinois,[X] was formed in [Y].,0,3,21478
"Mudvayne, that was formed in",Illinois,Mudvayne,location of formation,P740,Illinois,"[X], that was formed in [Y].",0,3,21478
Prada was founded in,Milan,Prada,location of formation,P740,Milan,[X] was founded in [Y].,0,1,24857
"Prada, founded in",Milan,Prada,location of formation,P740,Milan,"[X], founded in [Y].",0,1,24857
Prada that was founded in,Milan,Prada,location of formation,P740,Milan,[X] that was founded in [Y].,0,1,24857
"Prada, that was started in",Milan,Prada,location of formation,P740,Milan,"[X], that was started in [Y].",0,1,24857
Prada started in,Milan,Prada,location of formation,P740,Milan,[X] started in [Y].,0,1,24857
"Prada, that was created in",Milan,Prada,location of formation,P740,Milan,"[X], that was created in [Y].",0,1,24857
"Prada, created in",Milan,Prada,location of formation,P740,Milan,"[X], created in [Y].",0,1,24857
Prada was created in,Milan,Prada,location of formation,P740,Milan,[X] was created in [Y].,0,1,24857
"Prada, that originated in",Milan,Prada,location of formation,P740,Milan,"[X], that originated in [Y].",0,1,24857
Prada formed in,Milan,Prada,location of formation,P740,Milan,[X] formed in [Y].,0,1,24857
Prada was formed in,Milan,Prada,location of formation,P740,Milan,[X] was formed in [Y].,0,1,24857
"Prada, that was formed in",Milan,Prada,location of formation,P740,Milan,"[X], that was formed in [Y].",0,1,24857
Sikth was founded in,Watford,Sikth,location of formation,P740,Watford,[X] was founded in [Y].,0,2,54
"Sikth, founded in",Watford,Sikth,location of formation,P740,Watford,"[X], founded in [Y].",0,2,54
Sikth that was founded in,Watford,Sikth,location of formation,P740,Watford,[X] that was founded in [Y].,0,2,54
"Sikth, that was started in",Watford,Sikth,location of formation,P740,Watford,"[X], that was started in [Y].",0,2,54
Sikth started in,Watford,Sikth,location of formation,P740,Watford,[X] started in [Y].,0,2,54
"Sikth, that was created in",Watford,Sikth,location of formation,P740,Watford,"[X], that was created in [Y].",0,2,54
"Sikth, created in",Watford,Sikth,location of formation,P740,Watford,"[X], created in [Y].",0,2,54
Sikth was created in,Watford,Sikth,location of formation,P740,Watford,[X] was created in [Y].,0,2,54
"Sikth, that originated in",Watford,Sikth,location of formation,P740,Watford,"[X], that originated in [Y].",0,2,54
Sikth originated in,Watford,Sikth,location of formation,P740,Watford,[X] originated in [Y].,0,2,54
Sikth formed in,Watford,Sikth,location of formation,P740,Watford,[X] formed in [Y].,0,2,54
Sikth was formed in,Watford,Sikth,location of formation,P740,Watford,[X] was formed in [Y].,0,2,54
"Sikth, that was formed in",Watford,Sikth,location of formation,P740,Watford,"[X], that was formed in [Y].",0,2,54
"Valspar, that was created in",Boston,Valspar,location of formation,P740,Boston,"[X], that was created in [Y].",0,2,31710
"Valspar, created in",Boston,Valspar,location of formation,P740,Boston,"[X], created in [Y].",0,2,31710
"Valspar, that originated in",Boston,Valspar,location of formation,P740,Boston,"[X], that originated in [Y].",0,2,31710
Slowdive was founded in,Reading,Slowdive,location of formation,P740,Reading,[X] was founded in [Y].,0,2,36120
"Slowdive, founded in",Reading,Slowdive,location of formation,P740,Reading,"[X], founded in [Y].",0,2,36120
Slowdive that was founded in,Reading,Slowdive,location of formation,P740,Reading,[X] that was founded in [Y].,0,2,36120
"Slowdive, that was started in",Reading,Slowdive,location of formation,P740,Reading,"[X], that was started in [Y].",0,2,36120
Slowdive started in,Reading,Slowdive,location of formation,P740,Reading,[X] started in [Y].,0,2,36120
"Slowdive, that was created in",Reading,Slowdive,location of formation,P740,Reading,"[X], that was created in [Y].",0,2,36120
"Slowdive, created in",Reading,Slowdive,location of formation,P740,Reading,"[X], created in [Y].",0,2,36120
Slowdive was created in,Reading,Slowdive,location of formation,P740,Reading,[X] was created in [Y].,0,2,36120
"Slowdive, that originated in",Reading,Slowdive,location of formation,P740,Reading,"[X], that originated in [Y].",0,2,36120
Slowdive originated in,Reading,Slowdive,location of formation,P740,Reading,[X] originated in [Y].,0,2,36120
Slowdive formed in,Reading,Slowdive,location of formation,P740,Reading,[X] formed in [Y].,0,2,36120
Slowdive was formed in,Reading,Slowdive,location of formation,P740,Reading,[X] was formed in [Y].,0,2,36120
"Slowdive, that was formed in",Reading,Slowdive,location of formation,P740,Reading,"[X], that was formed in [Y].",0,2,36120
Audioweb was founded in,Manchester,Audioweb,location of formation,P740,Manchester,[X] was founded in [Y].,0,3,40744
"Audioweb, founded in",Manchester,Audioweb,location of formation,P740,Manchester,"[X], founded in [Y].",0,3,40744
Audioweb that was founded in,Manchester,Audioweb,location of formation,P740,Manchester,[X] that was founded in [Y].,0,3,40744
"Audioweb, that was started in",Manchester,Audioweb,location of formation,P740,Manchester,"[X], that was started in [Y].",0,3,40744
Audioweb started in,Manchester,Audioweb,location of formation,P740,Manchester,[X] started in [Y].,0,3,40744
"Audioweb, that was created in",Manchester,Audioweb,location of formation,P740,Manchester,"[X], that was created in [Y].",0,3,40744
"Audioweb, created in",Manchester,Audioweb,location of formation,P740,Manchester,"[X], created in [Y].",0,3,40744
Audioweb was created in,Manchester,Audioweb,location of formation,P740,Manchester,[X] was created in [Y].,0,3,40744
"Audioweb, that originated in",Manchester,Audioweb,location of formation,P740,Manchester,"[X], that originated in [Y].",0,3,40744
Audioweb originated in,Manchester,Audioweb,location of formation,P740,Manchester,[X] originated in [Y].,0,3,40744
Audioweb formed in,Manchester,Audioweb,location of formation,P740,Manchester,[X] formed in [Y].,0,3,40744
Audioweb was formed in,Manchester,Audioweb,location of formation,P740,Manchester,[X] was formed in [Y].,0,3,40744
"Audioweb, that was formed in",Manchester,Audioweb,location of formation,P740,Manchester,"[X], that was formed in [Y].",0,3,40744
Labelle was founded in,Philadelphia,Labelle,location of formation,P740,Philadelphia,[X] was founded in [Y].,0,1,42349
"Labelle, founded in",Philadelphia,Labelle,location of formation,P740,Philadelphia,"[X], founded in [Y].",0,1,42349
Labelle that was founded in,Philadelphia,Labelle,location of formation,P740,Philadelphia,[X] that was founded in [Y].,0,1,42349
"Labelle, that was started in",Philadelphia,Labelle,location of formation,P740,Philadelphia,"[X], that was started in [Y].",0,1,42349
"Labelle, that was created in",Philadelphia,Labelle,location of formation,P740,Philadelphia,"[X], that was created in [Y].",0,1,42349
"Labelle, created in",Philadelphia,Labelle,location of formation,P740,Philadelphia,"[X], created in [Y].",0,1,42349
Labelle was created in,Philadelphia,Labelle,location of formation,P740,Philadelphia,[X] was created in [Y].,0,1,42349
"Labelle, that originated in",Philadelphia,Labelle,location of formation,P740,Philadelphia,"[X], that originated in [Y].",0,1,42349
Labelle originated in,Philadelphia,Labelle,location of formation,P740,Philadelphia,[X] originated in [Y].,0,1,42349
"Labelle, that was formed in",Philadelphia,Labelle,location of formation,P740,Philadelphia,"[X], that was formed in [Y].",0,1,42349
Madfly was founded in,Atlanta,Madfly,location of formation,P740,Atlanta,[X] was founded in [Y].,0,1,43482
"Madfly, founded in",Atlanta,Madfly,location of formation,P740,Atlanta,"[X], founded in [Y].",0,1,43482
Madfly that was founded in,Atlanta,Madfly,location of formation,P740,Atlanta,[X] that was founded in [Y].,0,1,43482
"Madfly, that was created in",Atlanta,Madfly,location of formation,P740,Atlanta,"[X], that was created in [Y].",0,1,43482
"Madfly, created in",Atlanta,Madfly,location of formation,P740,Atlanta,"[X], created in [Y].",0,1,43482
Madfly was created in,Atlanta,Madfly,location of formation,P740,Atlanta,[X] was created in [Y].,0,1,43482
Madfly was formed in,Atlanta,Madfly,location of formation,P740,Atlanta,[X] was formed in [Y].,0,1,43482
Techint was founded in,Milan,Techint,location of formation,P740,Milan,[X] was founded in [Y].,0,1,24857
"Techint, founded in",Milan,Techint,location of formation,P740,Milan,"[X], founded in [Y].",0,1,24857
Techint that was founded in,Milan,Techint,location of formation,P740,Milan,[X] that was founded in [Y].,0,1,24857
Techint started in,Milan,Techint,location of formation,P740,Milan,[X] started in [Y].,0,1,24857
"Techint, that was created in",Milan,Techint,location of formation,P740,Milan,"[X], that was created in [Y].",0,1,24857
"Techint, created in",Milan,Techint,location of formation,P740,Milan,"[X], created in [Y].",0,1,24857
Techint was created in,Milan,Techint,location of formation,P740,Milan,[X] was created in [Y].,0,1,24857
Techint formed in,Milan,Techint,location of formation,P740,Milan,[X] formed in [Y].,0,1,24857
Techint was formed in,Milan,Techint,location of formation,P740,Milan,[X] was formed in [Y].,0,1,24857
"Clonaid, founded in",Bahamas,Clonaid,location of formation,P740,Bahamas,"[X], founded in [Y].",0,2,47514
Clonaid that was founded in,Bahamas,Clonaid,location of formation,P740,Bahamas,[X] that was founded in [Y].,0,2,47514
"Clonaid, that was started in",Bahamas,Clonaid,location of formation,P740,Bahamas,"[X], that was started in [Y].",0,2,47514
"Clonaid, that was created in",Bahamas,Clonaid,location of formation,P740,Bahamas,"[X], that was created in [Y].",0,2,47514
"Clonaid, created in",Bahamas,Clonaid,location of formation,P740,Bahamas,"[X], created in [Y].",0,2,47514
