question,true answer,false answer,answer start idx,true answer log prob,false answer log prob,is hallucination
Which country won the 2007 FIFA Women's World Cup?,Germany,Brazil,13,-7.622993469238281,-7.886944770812988,0
"Typically worn in rural areas while hunting, what type of hat became a stereotypical head wear of a detective because of its association with Sherlock Holmes?",Deerstalker,The deerstalker hat,30,-14.750778198242188,-12.117024421691895,1
"What is the general term for the seed-bearing part of a flower, comprising of the ovary, stigma and style?",PISTIL,The flower heart,27,-11.07798957824707,-9.00846004486084,1
"""Which police station is at the centre of the long-running UK TV series """"The Bill""""?""",Sun Hill,Sun Hill Police Station,24,-9.579486846923828,-9.062685012817383,1
Who is the richest resident of Metropolis?,Lex Luthor,Lois Lane,11,-9.501141548156738,-12.416839599609375,0
"In Greek mythology what was the name of the goatlike man with pointed ears, horns and a tail?",A SATYR,Satyr,23,-12.018295288085938,-15.573127746582031,0
Cassiterite is a principal ore of which metal?,Tin,Copper,13,-7.373684883117676,-6.853116989135742,1
Which principality was established in 1278 by the Treaty of Joint Suzerainty?,ANDORRA,Principality of Monaco,20,-10.069112777709961,-13.595489501953125,0
"A spoof of fraternal organizations such as the Masons, Shriners, Elks Club, or Moose Lodge, of what lodge was Fred Flintstone elected Grand Imperial Poobah?",Loyal Order of Water Buffalo,The Loyal Order of Water Buffaloes,40,-8.57031536102295,-12.913202285766602,0
In the computing acronym WYSIWYG (wiziwig) what word is represented by both letter Ws?,WHAT,What You See Is What You Get,28,-7.394585609436035,-9.924432754516602,0
In what Eastern European country did violence arise against Uzbeks during 2010?,Kyrgystan,Romania,17,-13.926200866699219,-8.871076583862305,1
Name the manufacturer of the British World War II bomber the Lancaster,AVRO,Rolls-Royce,15,-11.591817855834961,-18.55683708190918,0
In which country is Angostura where the bitters were first produced?,VENEZUELA,Brazil,16,-15.60914421081543,-7.8260064125061035,1
How meny times have Liverpool won the Europion Cup?,5,Ten times,15,-8.533716201782227,-11.402722358703613,0
What age came after the Bronze Age?,Iron Age,The Plastic Age,10,-6.535028457641602,-8.195274353027344,0
The day after Shrove Tuesday is known as ‘What’….Wednesday’?,Ash Wednesday,Wacky Wednesday,22,-11.077579498291016,-9.723329544067383,1
"Between 1987 and 2006, Ratu Sir Kamisese Mara, Commodore Frank Bainimarama, Mahendra Chaudhry, Laisenia Qarase, Lieutenant Colonel Sitiveni Rabuka, George Speight and Ratu Josefa Iloilo were involved in the politics of which country?",Fiji,Madagascar,64,-7.080126762390137,-9.403698921203613,0
What is the lightest metal under standard conditions?,Lithium,Helium,12,-12.475860595703125,-15.500968933105469,0
Anosmia is the lack of which of the senses in humans?,Smell,Taste,16,-17.204381942749023,-9.546375274658203,1
"""Where would you find a """"plimsoll line""""?""",On a ship,On a ship's hull,17,-8.978743553161621,-9.38660717010498,0
"Which comedian, whose real name was Charles Springall, reached number one in 1958 with 'Splish, Splash'?",CHARLIE DRAKE,Charlie Chaplin,26,-13.340435028076172,-13.39392375946045,0
Who is credited with the discovery of the tomb of King Tutankhamen in 1922?,Howard Carter,Indiana Jones,20,-11.934026718139648,-7.770185947418213,1
In which sport would you see someone slam-dunking the ball?,Basketball,Baseball,17,-7.841792106628418,-6.346734523773193,1
What is the surname of the title character of Anne of Green Gables?,Shirley,Green,17,-7.160647869110107,-8.005356788635254,0
What year did the cable television network ESPN made its debut broadcasting and producing sports-related programming 24 hours a day?,1979,1985,25,-11.856101036071777,-11.761783599853516,1
Which amendment to the U.S. Constitution says that no one may be forced to testify against himself,The Fifth,The 4th Amendment,23,-11.26736068725586,-10.931158065795898,1
"The cabasa, used especially in Latin music, is what sort of instrument?",Percussion,A percussion instrument,18,-12.719520568847656,-8.56014633178711,1
"The city of Brest in modern day Belarus was once known as Brest-Litovsk, site of the 1918 treaty between Soviet Russia and the Central Powers. For what present day country did the word Litovsk refer?",LITHUANIA,Lithuania,49,-12.812356948852539,-9.230968475341797,1
"""What video game was banned in 2007 for its """"...unremitting bleakness and callousness..."""" ?""",Manhunt 2,Super Mario Bros.,28,-11.367892265319824,-9.603015899658203,1
"Mykonos, Naxos and Santorini are in which group of Greek islands?",Cyclades,The Ionian Islands,22,-18.21942901611328,-11.428627967834473,1
"Which businessman on his elevation to the House of Lords, by Gordon Brown, in 2000, took the title Baron of Clapton?",Alan Sugar,Richard Branson,29,-12.670974731445312,-14.889925956726074,0
In the Bible who was the mother of King Solomon?,Bathsheba,Mary Magdalene,13,-14.835199356079102,-16.602441787719727,0
"Which Frenchman, a football administrator and head of FIFA from 1921 to1954 is regarded as the founder of the football World Cup?",JULES RIMET,Thierry Henry,28,-10.694783210754395,-14.88098430633545,0
"Which US president, who had a birthday on August 19, was born in Hope, Arkansas?",William Jefferson Clinton,Bill Clinton,21,-8.860754013061523,-9.365930557250977,0
What is the short metonymic name of the chief usher of the Lord Chamberlain's department of the UK House of Lords?,Black Rod,The Black Rod,27,-7.820450782775879,-7.783189296722412,1
"Nephritis is a condition, in humans, where which part of the body becomes inflamed?",THE KIDNEYS,The lungs,21,-12.841090202331543,-10.72608757019043,1
Where on the body would a Hindu woman wear a bindi?,Forehead,On the forehead,15,-12.7531156539917,-10.085721969604492,1
What breed of dog is Marmaduke in the newspaper cartoon strip of that name?,GREAT DANE,Chihuahua,19,-13.494901657104492,-14.319048881530762,0
"Charles Sands (USA), Margaret Abbot (USA) and George Lyon (Canada) were winners in what Olympic sport at the 1900 and 1904 games?",Golf,Archery,32,-7.014517307281494,-10.950748443603516,0
The names for the satellites of which planet are chosen from characters from the works of William Shakespeare and Alexander Pope?,Uranus,Mars,24,-13.02602767944336,-6.863144874572754,1
Which town in East Sussex now stands on the site of the battle of Hastings?,Battle,Eastbourne,18,-9.762029647827148,-11.196785926818848,0
In which country does The Girl From Ipanema live,Brazil,Argentina,14,-8.357660293579102,-7.216532230377197,1
Which famous scientist lived at Down house in Kent?,CHARLES DARWIN,Isaac Newton,12,-15.695221900939941,-8.6707124710083,1
How many ‘Triangles’ are there on the logo of car manufacturer BMW?,Four,Five,20,-7.496392726898193,-8.473527908325195,0
Which famous employee-owned UK retailer's slogan is 'Never Knowingly Undersold'?,John Lewis,Harrods,21,-10.751179695129395,-16.30602264404297,0
On which subject do Carol Kirkwood and Helen Willets report on BBC TV?,WEATHER,Cooking,18,-11.033163070678711,-9.405200004577637,1
"""Used to describe insects such as the Mayfly that only live for a short time, what word derives from the Greek for """"living a day""""?""",EPHEMERAL,Ephemeral,34,-9.603528022766113,-13.868975639343262,0
A bean bag is a substitute for what item of furniture?,Chair,A chair,14,-6.060006141662598,-8.948786735534668,0
How many times was Wyatt Earp shot?,None,Zero times,11,-9.68173599243164,-11.083481788635254,0
"What is pickled raw, and served with dill and mustard sauce, in the Scandinavian dish, Gravlax?",SALMON,Cabbage,26,-12.737165451049805,-11.560769081115723,1
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,Nine-ball,Snooker,22,-9.87403678894043,-14.067889213562012,0
What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?,MONTMORENCY,Fido,26,-12.068733215332031,-12.546833038330078,0
Generally the standard steps per minute for a military 'quick march' pace is?,120,120 steps per minute,18,-10.735675811767578,-11.878166198730469,0
The Old Faithful geyser is in which American national park?,Yellowstone,Yosemite National Park,16,-6.402872085571289,-8.263164520263672,0
"The works of artists De Chirico, Andr Breton, Mir, Magritte, Dal and Ernst are examples of what art movement?",Surrealism,Abstract Expressionism,32,-13.71633529663086,-10.447298049926758,1
Which Italian City is the setting of Shakespeare's 'Romeo and Juliet'?,VERONA,Venice,19,-11.049098014831543,-8.548273086547852,1
‘The Road Back’ is the sequel to which novel by Erich Maria Remarque published in 1929?,ALL QUIET ON THE WESTERN FRONT,All Quiet on the Western Front,26,-10.739286422729492,-14.05795955657959,0
"Which novelist, born in Bombay in 1865, was awarded the Nobel prize for Literature in 1907?",Rudyard Kipling,H.G,21,-21.834060668945312,-11.177474975585938,1
What is a form of word play that deliberately exploits ambiguity between similar-sounding words for humorous or rhetorical effect?,Pun,Malapropism,24,-7.634142875671387,-14.483598709106445,0
Mount Godwin-Austen is better known by which name?,K2,Mount McKinley,15,-9.302074432373047,-13.642573356628418,0
"""Who, in 1983 sang the theme song to the James Bond film """"Octopussy""""?""",RITA COOLIDGE,Tina Turner,23,-12.85096263885498,-10.307968139648438,1
Which was the last European capital city to be liberated from the Germans in W.W.II?,PRAGUE,Lisbon,22,-16.510446548461914,-7.071856498718262,1
Louis Reard created which two-piece item of clothing in 1946?,Bikini,Monokini,16,-9.665250778198242,-11.71632194519043,0
Which is the only nation to have won at least one medal in every Summer Olympic Games?,Great Britain,Canada,20,-11.09770393371582,-7.144913673400879,1
The fashion designer Jimmy Choo is best known for designing which item of clothing?,SHOES,Hats,18,-11.770506858825684,-10.158712387084961,1
"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?",The Femur,Tibia,24,-14.075621604919434,-16.40018081665039,0
"What film production company was named after brothers Harry (born Hirsz), Albert (born Aaron), Sam (born Szmul), and Jack (born Itzhak)?",Warner Brothers,Warner Bros.,38,-10.672554016113281,-10.587261199951172,1
Giallo is Italian for which colour?,Yellow,Blue,10,-6.321737766265869,-6.528901100158691,0
Which Liverpool player scored two goals in both the semi-final and final of the FA Cup in 1986?,IAN RUSH,Ian Rush,23,-11.86203384399414,-13.315473556518555,0
Who sang about 'Angie Baby' in 1975?,HELEN REDDY,Olivia Newton-John,13,-11.0427885055542,-14.479544639587402,0
What alphabetically is the first station on the London underground,Acton,Aldgate,14,-15.248611450195312,-13.273781776428223,1
Which Greek philosopher is popularly known as 'The Laughing Philosopher' because of his scoffing nature?,DEMOCRITUS,Epicurus,24,-13.276495933532715,-15.141777038574219,0
"The substances isoflurane, desflurane, nitrous oxide, and sevoflurane are used as what in medicine?",Anaesthetics,Antidepressants,33,-13.033392906188965,-15.606597900390625,0
Cartoon character Penrod Pooch is better known by what name?,Hong Kong Phooey,Scooby-Doo,15,-9.203704833984375,-13.162579536437988,0
Acura is the luxury division of what major automaker?,Honda,Ford,14,-4.801511287689209,-6.865094184875488,0
What is the world's third largest desert?,The Gobi Desert,Gobi Desert,11,-12.399151802062988,-12.792448043823242,0
Name the first monarch of the House of Lancaster?,HENRY IV,Henry IV,12,-11.593779563903809,-8.36658000946045,1
"Of the 26 times that the 100 metres has been included in the Olympic Games to 2008, which country has won the most gold medals (16)?",USA,United States,32,-5.395208358764648,-10.82835578918457,0
Where was the American venue of the Live Aid concert?,Philadelphia,Los Angeles,13,-6.6156487464904785,-13.082365989685059,0
"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",Ian Wright,Thierry Henry,23,-12.387155532836914,-17.062763214111328,0
What is measured by a Bourdon Gauge?,Pressure,Air pressure,12,-6.7402520179748535,-7.5008039474487305,0
Which saint established a monastery and Christian community on the island of Iona in the year 563?,ST COLUMBA,St,22,-9.801507949829102,-8.98900318145752,1
"What 1859 historical novel contains chapters called 'Knitting', 'Still Knitting' and 'The Knitting Done'?",A TALE OF TWO CITIES,A Tale of Two Cities,27,-12.3898286819458,-12.79064655303955,0
"Name the palace and monastery , situated some 25 miles north of Madrid, founded by King Phillip II of Spain?",THE ESCORIAL,Alhambra,24,-11.523055076599121,-14.415149688720703,0
The first Apollo moon landing?,11,Apollo 11,8,-8.984334945678711,-8.353900909423828,1
The Hubble sequence that classifies galaxies is also known for being drawn in what shape?,Tuning fork,Spiral,19,-10.70646858215332,-7.169193267822266,1
Which P.G. Wodehouse character has a butler 'Sebastian Beach' and a gardener 'Angus McAllister'?,'LORD EMSWORTH',Bertie Wooster,34,-12.026152610778809,-17.240550994873047,0
Which local radio station broadcasts to Wigan and St. Helens on 102.4 FM?,WISH (FM),Radio Wigan,21,-10.742274284362793,-11.090346336364746,0
"The inventors of Penicillin, Television, the Bank of England, the BBC, and the decimal point were?",Scottish,"Alexander Fleming, John Logie Baird, Charles Montagu, John Reith, John Napier",26,-6.560435771942139,-13.97029972076416,0
Who was the next British Prime Minister after Arthur Balfour?,Campbell-Bannerman,Henry Campbell-Bannerman,15,-13.78539752960205,-14.949939727783203,0
"Which 1960's British group originally comprised EricClapton, Steve Winwood, Ginger Baker and Ric Grech?",'BLIND FAITH',The Yardbirds,25,-12.205581665039062,-12.36341667175293,0
"Irish writer and poet Oscar Wilde, who died in 1900, is buried in which European country?",FRANCE,Italy,21,-13.94388198852539,-9.119378089904785,1
How many heads did the Hydra have?,Nine,Seven,10,-11.071428298950195,-9.692255973815918,1
Give a year in the life of painter Sir Joshua Reynolds.,1723-1792,1723,14,-10.721512794494629,-10.958984375,0
Which 1959 film starred Peter Sellers as shop steward Fred Kite?,I'M ALL RIGHT JACK,I'm All Right Jack,17,-9.326811790466309,-10.40385913848877,0
The island of Taiwan is off the coast of where?,China,Japan,13,-7.615176677703857,-7.922360897064209,0
"As at 2010, which team had played the most seasons of professional baseball games without winning the World Series, with their last win in 1908?",The Chicago Cubs,Chicago Cubs,30,-7.91729736328125,-6.934178352355957,1
"Which motor company owns the truck maker, Scania?",SAAB,Volvo,13,-12.054648399353027,-6.588407516479492,1
"In 1938 Orson Welles, who was 22 at the time, wrote, produced, and narrated a radio play adaptation of what work, the US broadcast of which sparked widespread upheaval and panic?",The War of the Worlds by H.G.Wells,War of the Worlds,41,-12.170458793640137,-11.952709197998047,1
Rolls Royce dashboards are traditionally finished in the veneer of which type of wood?,Walnut,Mahogany,21,-16.549814224243164,-15.567549705505371,1
What was depicted on the reverse side of a pre-decimal halfpenny?,SHIP,A ship,19,-11.131641387939453,-8.302801132202148,1
"Which actor died in September 1955 after a collision in Cholame, California?",James Dean,Marlon Brando,18,-7.419703483581543,-16.922313690185547,0
What is the International Vehicle Registration for Cambodia?,K,KH,11,-9.75511646270752,-9.629976272583008,1
What in the world of the internet is an ISP ?,INTERNET SERVICE PROVIDER,Internet Service Provider,13,-14.412341117858887,-9.97991943359375,1
Araucaria araucana is the national tree of Chile. Although it is not a true pine it became known as the 'Chile Pine'. What is its current common English name?,MONKEY PUZZLE,Monkey Puzzle Tree,41,-12.228468894958496,-7.469850063323975,1
"In the lyrics of ‘Hello, Hello, Who’s Your Lady Friend?’, Margate is mentioned in the verse.",BRIGHTON,Brighton,31,-9.880558013916016,-7.847195148468018,1
In which US state is the world’s largest volcano?,Hawaii,Texas,15,-7.0010857582092285,-7.149682998657227,0
Who was the youngest person to become president of the USA?,Teddy Roosevelt,Theodore Roosevelt,14,-9.2086820602417,-7.5801191329956055,1
In which country is the city of Kandahar?,Afghanistan,Iran,12,-6.743974208831787,-7.420384407043457,0
What claimed the life of singer Kathleen Ferrier?,Cancer,Car accident,12,-8.633319854736328,-7.806177616119385,1
"The usual graph shape for product failure rate, starting and ending high with a long flat bottom in between, is known as what sort of curve?",Bathtub,U-curve,31,-8.628238677978516,-12.139058113098145,0
Who played 'Captain Corelli' in the film 'Captain Corelli's Mandolin'?,NICOLAS CAGE,Nicolas Cage,21,-11.364943504333496,-8.98109245300293,1
"Which French artist joined a Post-Impressionist group, started the Synthetist movement and worked in Tahiti from 1891 to 1893, and 1895 to 1901?",Paul Gauguin,Henri Matisse,36,-18.572097778320312,-14.846656799316406,1
"What ice cream company produces flavors such as Everything But The.., Neapolitan Dynamite, and Stephen Colbert's AmeriCone Dream?",Ben & Jerry's,Baskin-Robbins,31,-12.567216873168945,-17.765365600585938,0
"Which 590 mile long river rises on France's 'Langres Plateau', enters Belgium at Givet, then flows across that country to Holland and thence to the North Sea?",MEUSE,Rhine,39,-9.47106647491455,-12.436308860778809,0
"""The TV series """"Married... with Children"""" was set in which city?""",Chicago,Detroit,20,-4.951679229736328,-6.146225452423096,0
"Labyrinth, Broad-crested, Sharp-crested, Piano keys, and Compound are types of?",Weir,Weirs,26,-10.931132316589355,-13.779162406921387,0
"A sequence of numbers beginning 0, 1, in which each number is the sum of the previous two numbers is named after what Italian mathematician who devised the system?",Fibonacci,Leonardo Fibonacci,34,-14.253559112548828,-14.561145782470703,0
Who was the first Tsar of all Russia?,IVAN THE TERRIBLE,Ivan the Terrible,12,-12.52686595916748,-15.15616226196289,0
Which cheese shares its name with a Guiness Premiership rugby team that play at Welford Road?,Leicester.,Leicester,21,-8.096369743347168,-5.72670841217041,1
What name is given to belief in more than one god?,POLYTHEISM,Polytheism,14,-11.327678680419922,-13.518420219421387,0
"In Greek mythology, who were Arges, Brontes and Steropes?",Cyclopes,The Three Fates,18,-18.989917755126953,-12.46895694732666,1
What was the name of the kangaroo often mistaken by Sylvester the cat to be a giant mouse?,Hippety Hopper,Joey the Kangaroo,25,-11.550533294677734,-10.73428726196289,1
The Miller-Urey experiment conducted in 1953 that simulated the conditions of the early days of Earth aimed to investigate what?,Chemical origins of life,The formation of the Earth's atmosphere,26,-11.462554931640625,-10.085905075073242,1
In which capital city would you find Charles Bridge and Wenceslas Square?,Prague,Vienna,17,-6.55765438079834,-5.83271598815918,1
"In the Harry Potter books, what type of creature is Aragog?",(Giant) Spider,A house-elf,16,-9.986842155456543,-10.728538513183594,0
When did the Goa'uld first appear in the US\/Canada TV series Stargate SG-1?,1997,Season 3,24,-10.095673561096191,-9.515823364257812,1
The Art Nouveau designer Rene Lalique most famously worked in which material?,Glass,Porcelain,19,-8.444677352905273,-17.86614990234375,0
Who was the last British Prime Minister to represent a Welsh constituency?,JAMES CALLAGHAN,Tony Blair,15,-14.303182601928711,-9.638108253479004,1
Which 1959 film starred Peter Sellers as shop steward Fred Kite?,I'M ALL RIGHT JACK,The Shop Around the Corner,17,-9.326811790466309,-12.793731689453125,0
In which TV series would you find an Eagle Transporter,Space 1999,Star Trek,14,-11.113235473632812,-9.353059768676758,1
The Bledisloe Cup is contested by Australia and New Zealand in which sport?,Rugby Union,Rugby league,19,-7.791660785675049,-6.587466239929199,1
Quitline is a system of centres to help people to quit what?,Tobacco or alcohol,Alcohol addiction,16,-8.466943740844727,-8.294393539428711,1
"Who, according to legend, cut the Gordian Knot?",Alexander the Great,Perseus,14,-10.754961013793945,-13.544393539428711,0
Which quadrilateral has one pair of parallel edges of unequal length?,Trapezium,Kite,16,-15.643342971801758,-11.574543952941895,1
Three Liverpool players were in the 1966 England World Cup winning squad. Roger Hunt and Ian Callaghan were two – who was the third?,Gerry Byrne,Tommy Smith,29,-12.113639831542969,-13.261014938354492,0
The 1987 film ‘Cry Freedom’ is a biographical drama about which South African civil rights leader?,Steve Biko,Nelson Mandela,24,-16.48520278930664,-10.698686599731445,1
What are the three primary colours of light?,"Red, Blue and Green","Red, green, blue",11,-9.633803367614746,-9.541703224182129,1
Which of the seven wonders of the ancient world was thought to have straddled the harbour of a Greek island?,COLOSSUS OF RHODES,The Colossus of Rhodes,25,-10.178997039794922,-11.55359935760498,0
Which American songwriter wrote the music and lyrics for the musical 'Annie get Your Gun'?,IRVING BERLIN,Irving Berlin,22,-10.32861328125,-13.91562271118164,0
Which famous city plaza's name loosely translates as the 'Gate of Heavenly Peace'?,Tiananmen Square,Plaza de la Revolución,19,-9.768871307373047,-15.06605339050293,0
What naturalist’s quest to save Rwandan gorillas from poaching was made into the 1988 Academy Award-nominated film “Gorillas in the Mist”?,Dian Fossey,Jane Goodall,39,-17.765296936035156,-16.713748931884766,1
Who was on the English throne 1377 - 99?,RICHARD II,Edward III,13,-11.453911781311035,-7.948114395141602,1
Whose fifth symphony is known as “The Reformation”?,Felix Mendelssohn,Ludwig van Beethoven,18,-20.73048210144043,-18.43488883972168,1
How many books in the Bible's Old Testament are included in the Catholic version but not in the Protestant one?,7,10,24,-9.902409553527832,-10.041620254516602,0
Who was the King of Libya who was overthrown by a military coupled by Colonel Qaddafi in 1969?,IDRIS I,King Idris,23,-13.327476501464844,-14.2172269821167,0
"Although he never won an Oscar for best director, one of Hitchcock's films did win an Oscar for best picture. What was the film?",Rebecca,Vertigo,30,-11.987157821655273,-20.91468048095703,0
A 'Comedo' is the medical name for what?,A BLACKHEAD,A pimple,14,-8.79135799407959,-13.139604568481445,0
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH,Scarborough,13,-17.47844886779785,-8.179141998291016,1
Which boxer fought Mohammed Ali in the fight known as 'The Thriller In Manilla'?,JOE FRAZIER,Joe Frazier,21,-12.579109191894531,-11.724924087524414,1
Who wrote The female of the species more deadly than the male?,Rudyard Kipling,H.G,15,-20.088634490966797,-10.421578407287598,1
"Which disastrous amphibious landing in 1942 used British troops, Canadian troops and US Rangers?",DIEPPE,Operation Jubilee,19,-10.144063949584961,-12.13726806640625,0
Which British singer played Jareth the Goblin King in the 1986 film ‘Labyrinth’?,David Bowie,Elton John,22,-12.256595611572266,-13.103350639343262,0
"""In the TV version of """"The Odd Couple"""", the part of Felix Ungar was played by Tony Randall. Which actor played the part in the original 1968 film?""",JACK LEMMON,Walter Matthau,39,-10.258967399597168,-20.252410888671875,0
"Martin, Mandy and Mathew were flatmates in which comedy series",Game On,Three's Company,17,-9.964125633239746,-11.211406707763672,0
Under what name did the Japanese car company Nissan formerly sell its cars in the UK?,DATSUN,Datsun,19,-13.070207595825195,-14.154867172241211,0
Ikarus was the codename for the proposed German invasion of which country?,ICELAND,Switzerland,17,-11.996221542358398,-8.612153053283691,1
Elizabeth Gaskill based her fictional village 'Cranford' on which place in Cheshire?,KNUTSFORD,Knutsford,22,-13.877120018005371,-16.644287109375,0
Which is the smallest marine mammal?,SEA OTTER,Sea otter,9,-10.96674919128418,-13.618399620056152,0
What was the name of Elvis Presley's twin brother?,Jesse,Jesse Presley,14,-7.156179428100586,-14.177485466003418,0
The internal angles of an octagon add up to how many degrees?,"1,080",1080 degrees,16,-10.185885429382324,-9.066534996032715,1
Facebook's new music sharing\/streaming feature launched in 2015 was called 'Music... ?,Stories,Music Wave,20,-6.544972896575928,-8.115391731262207,0
What name was given to the floating harbours used on D-Day?,Mulberries,Mulberry harbours,17,-15.408409118652344,-17.635635375976562,0
"Koh-I-Noor, as in the diamond, means what in English?",MOUNTAIN of LIGHT,Mountain of Light,19,-12.184962272644043,-8.799838066101074,1
"""The """"Giant Marbles"""" rock formation in the USA is in which national park?""",Joshua Tree National Park,Yosemite National Park,22,-10.813631057739258,-8.2459077835083,1
What was the name of the TV comedy series starring Windsor Davies and Donald Sinden as Antique dealers?,Never The Twain,Never the Twain,23,-7.89572286605835,-7.799537658691406,1
Who wrote the book of verses ‘Now We Are Six’?,A A Milne,A.A,17,-11.059242248535156,-10.232670783996582,1
"Which journalist and author won the fifth series of I'm A Celebrity, Get Me Out Of Here in 2005, beating Cannon and Ball, Jimmy Osmond and Sheree Murphy amongst others?",CAROL THATCHER,Janet Street-Porter,40,-13.903929710388184,-16.152563095092773,0
"""In David Hockney's painting """"Mr and Mrs Clark and Percy"""", what is Percy?""",Cat,A cat,24,-8.15127182006836,-8.913369178771973,0
Marc Dutroux hit the headlines over a 'house of horrors' in which country?,Belgium,Germany,21,-6.817399024963379,-8.104035377502441,0
"Ted Nevin, who died in 1992, was a leading authority in what sphere?",ECONOMICS,Astronomy,19,-11.336564064025879,-13.039575576782227,0
What was journalist Richard Littlejohn’s nickname for Cherie Blair?,WICKED WITCH,Lady Macbeth,17,-11.831025123596191,-14.425514221191406,0
Which French racecourse hosts the 'Prix de l'Arc de Triomphe?,Longchamps,Longchamp,20,-19.080249786376953,-18.549236297607422,1
English royalty who mourned her husband's death for 40 years?,Queen Victoria and Prince Albert,Queen Victoria,15,-9.10032844543457,-8.373479843139648,1
"Which castle near Deal in Kent has served, since 1708, as the official residence of the Lord Warden of the Cinque Ports?",WALMER CASTLE,Walmer Castle,30,-12.433085441589355,-12.138984680175781,1
Which British daily newspaper is published in the Berliner format?,GUARDIAN,The Guardian,14,-13.445930480957031,-8.244941711425781,1
Who holds the post of Defence Secretary?,Michael Fallon,Boris Johnson,10,-11.234289169311523,-8.985857009887695,1
The 'Yid Army' are\/were a gang of football hooligans who supported which London club?,TOTTENHAM HOTSPUR,Arsenal,24,-14.744123458862305,-5.397458553314209,1
What term refers to a triangle with two equal sides?,Isosceles,Isosceles triangle,13,-16.625164031982422,-15.269757270812988,1
What is the national anthem of the USA called?,The Star Spangled Banner,America the Beautiful,12,-15.980926513671875,-11.528850555419922,1
Which Canadian sang Miss Chatelaine in 1993,K.D. Lang,Celine Dion,12,-11.391860961914062,-14.723284721374512,0
Which American naval destroyer was attacked in Aden in October 2000?,U.S.S. COLE,USS Cole,14,-10.998034477233887,-8.692506790161133,1
"Napoleon called this the 'Battle of Mont Saint Jean', by what name do we know it?",WATERLOO,Battle of Waterloo,21,-11.600481033325195,-9.422107696533203,1
Which company made the 'Tigra' model of car?,VAUXHALL,Ford,15,-10.918834686279297,-7.300377368927002,1
Suger Mice was a 1987 single for which British rock band?,Marillion,Def Leppard,16,-14.504606246948242,-16.23552131652832,0
On TV who played the private eye Jim Rockford?,James Garner,Tom Selleck,13,-10.053084373474121,-18.345539093017578,0
What kind of bird is a guillemot?,Seabird,A seabird,12,-14.070608139038086,-14.392242431640625,0
The name of what type of pasta comes from the Italian for ' ridged ' ?,RIGATONI,Rigatoni,19,-9.677273750305176,-15.6664457321167,0
Which Florentine painter 1535-1607 used the name Bronzino after the death of his 'uncle'?,ALESSANDRO ALLORI,Alessandro Allori,27,-11.213120460510254,-14.502662658691406,0
Of which country is Yingluck Shinawatra the Prime Minister?,THAILAND,Thailand,15,-15.117338180541992,-5.939628601074219,1
The A1 is the longest A-road in the UK. What is the longest A-road entirely in England?,A38,A303,26,-7.7231125831604,-9.401274681091309,0
What Canadian-born teen idol of the 1950s-60s wrote the lyrics to Sinatra's song My Way?,Paul Anka,Leonard Cohen,26,-17.21040153503418,-9.998865127563477,1
"Which unit of weight, equal to one gram per 9,000 metres, is used to measure the fineness of nylon?",DENIER,The silkweight,27,-12.173416137695312,-9.788834571838379,1
"On July 21, 1969, who became the first man to set foot on the moon?",Neil Armstrong,Buzz Aldrin,20,-7.904819488525391,-16.791790008544922,0
In which year was the Royal British Legion founded?,1921,1901,12,-12.237202644348145,-10.921908378601074,1
Who is Head of State of New Zealand?,Queen Elizabeth II,The Prime Minister of New Zealand,11,-8.731086730957031,-10.883773803710938,0
In which city are the administrative headquarters of the county of Cornwall?,Truro,Plymouth,15,-16.04220962524414,-5.943139553070068,1
Who wrote 'The Owl and the Pussycat'?,Edward Lear,Lewis Carroll,14,-10.352291107177734,-9.90894889831543,1
Greek philosopher Socrates was sentenced to death by drinking which kind of poison ?,HEMLOCK,Hemlock,16,-11.182971000671387,-14.144322395324707,0
"""What was the name of the dog in the children’s TV series """"The Herbs""""?""",Dill,Parsley,25,-9.588130950927734,-13.331512451171875,0
"Anthony Wilding, who won the Wimbledon men's singles from 1910 to 1913, was from what country?",New Zealand,South Africa,24,-11.67116928100586,-9.588808059692383,1
Who wrote the novel ‘The Eagle Has landed’?,Jack Higgins,Tom Clancy,15,-10.978864669799805,-9.773916244506836,1
The ‘Ffestiniog Railway’ in Wales runs from Blaenau Ffestiniog to which harbour town?,Porthmadog,Aberystwyth,29,-16.17892074584961,-17.71145248413086,0
Who were the notorious Friars of St Francis of Wycombe?,The Hellfire Club,The Monks of Medmenham Abbey,15,-10.898330688476562,-15.138752937316895,0
"Nicknamed the cannibal, who is the only rider to have won all three jerseys in the same year in the Tour de France?",Eddy Merckx,Jacques Anquetil,28,-19.911306381225586,-18.65765380859375,1
Who was the last British athlete to compete in the Olympic 100 metres final?,DWAYNE CHAMBERS,Linford Christie,17,-12.214787483215332,-14.897775650024414,0
"Which Charles Dickens novel has two title characters, both called 'Paul' and a full title that ends with the words: 'Wholesale, Retail and for Exportation'?",'DOMBEY & SON',The Life and Adventures of Paul Pickwick,38,-9.914346694946289,-12.235372543334961,0
Who discovered the electrical nature of lightning through his famous kite experiment in 1750?,Benjamin Franklin,Isaac Newton,19,-8.995248794555664,-8.347394943237305,1
